draw_no,draw_date,prize_code,digit
44,1992-05-31,C,8142
44,1992-05-31,C,8367
44,1992-05-31,C,8987
44,1992-05-31,C,9434
44,1992-05-31,S,0499
44,1992-05-31,S,1689
44,1992-05-31,S,1710
44,1992-05-31,S,1890
44,1992-05-31,S,2667
44,1992-05-31,S,4585
44,1992-05-31,S,4601
44,1992-05-31,S,5286
44,1992-05-31,S,7369
44,1992-05-31,S,7586
45,1992-06-06,1,3752
45,1992-06-06,2,2321
45,1992-06-06,3,8176
45,1992-06-06,C,0629
45,1992-06-06,C,0923
45,1992-06-06,C,1544
45,1992-06-06,C,3006
45,1992-06-06,C,3328
45,1992-06-06,C,3723
45,1992-06-06,C,4535
45,1992-06-06,C,5809
45,1992-06-06,C,6318
45,1992-06-06,C,8362
45,1992-06-06,S,0476
45,1992-06-06,S,2999
45,1992-06-06,S,3310
45,1992-06-06,S,3817
45,1992-06-06,S,4225
45,1992-06-06,S,4356
45,1992-06-06,S,4650
45,1992-06-06,S,4712
45,1992-06-06,S,6327
45,1992-06-06,S,9799
46,1992-06-07,1,9490
46,1992-06-07,2,4135
46,1992-06-07,3,2231
46,1992-06-07,C,0319
46,1992-06-07,C,0361
46,1992-06-07,C,2679
46,1992-06-07,C,2883
46,1992-06-07,C,3254
46,1992-06-07,C,4712
46,1992-06-07,C,5341
46,1992-06-07,C,5753
46,1992-06-07,C,8557
46,1992-06-07,C,9626
46,1992-06-07,S,2128
46,1992-06-07,S,3003
46,1992-06-07,S,3474
46,1992-06-07,S,3683
46,1992-06-07,S,4043
46,1992-06-07,S,5397
46,1992-06-07,S,6122
46,1992-06-07,S,6592
46,1992-06-07,S,9133
46,1992-06-07,S,9310
47,1992-06-13,1,1558
47,1992-06-13,2,4902
47,1992-06-13,3,5525
47,1992-06-13,C,0756
47,1992-06-13,C,0815
47,1992-06-13,C,1185
47,1992-06-13,C,1553
47,1992-06-13,C,1939
47,1992-06-13,C,5561
47,1992-06-13,C,6028
47,1992-06-13,C,7933
47,1992-06-13,C,8157
47,1992-06-13,C,9190
47,1992-06-13,S,0838
47,1992-06-13,S,2688
47,1992-06-13,S,4408
47,1992-06-13,S,4422
47,1992-06-13,S,4563
47,1992-06-13,S,5123
47,1992-06-13,S,5610
47,1992-06-13,S,8736
47,1992-06-13,S,8929
47,1992-06-13,S,9658
48,1992-06-14,1,3469
48,1992-06-14,2,5464
48,1992-06-14,3,3676
48,1992-06-14,C,0101
48,1992-06-14,C,0301
48,1992-06-14,C,0805
48,1992-06-14,C,1910
48,1992-06-14,C,4936
48,1992-06-14,C,5200
48,1992-06-14,C,6893
48,1992-06-14,C,6912
48,1992-06-14,C,8108
48,1992-06-14,C,9279
48,1992-06-14,S,1213
48,1992-06-14,S,1954
48,1992-06-14,S,2403
48,1992-06-14,S,3462
48,1992-06-14,S,3919
48,1992-06-14,S,4352
48,1992-06-14,S,4918
48,1992-06-14,S,7732
48,1992-06-14,S,8583
48,1992-06-14,S,8663
49,1992-06-20,1,0880
49,1992-06-20,2,2896
49,1992-06-20,3,1218
49,1992-06-20,C,0618
49,1992-06-20,C,0686
49,1992-06-20,C,1159
49,1992-06-20,C,2207
49,1992-06-20,C,3137
49,1992-06-20,C,5062
49,1992-06-20,C,8013
49,1992-06-20,C,8120
49,1992-06-20,C,8553
49,1992-06-20,C,9266
49,1992-06-20,S,1037
49,1992-06-20,S,3779
49,1992-06-20,S,4622
49,1992-06-20,S,4767
49,1992-06-20,S,5209
49,1992-06-20,S,5917
49,1992-06-20,S,6186
49,1992-06-20,S,6188
49,1992-06-20,S,7295
49,1992-06-20,S,9504
50,1992-06-21,1,6228
50,1992-06-21,2,1932
50,1992-06-21,3,0537
50,1992-06-21,C,0070
50,1992-06-21,C,0439
50,1992-06-21,C,1399
50,1992-06-21,C,3050
50,1992-06-21,C,3074
50,1992-06-21,C,4394
50,1992-06-21,C,4456
50,1992-06-21,C,5742
50,1992-06-21,C,5875
50,1992-06-21,C,6171
50,1992-06-21,S,0124
50,1992-06-21,S,2011
50,1992-06-21,S,2487
50,1992-06-21,S,2664
50,1992-06-21,S,2944
50,1992-06-21,S,2990
50,1992-06-21,S,3240
50,1992-06-21,S,7341
50,1992-06-21,S,7803
50,1992-06-21,S,7979
51,1992-06-27,1,4664
51,1992-06-27,2,3965
51,1992-06-27,3,0428
51,1992-06-27,C,0912
51,1992-06-27,C,1334
51,1992-06-27,C,2548
51,1992-06-27,C,3181
51,1992-06-27,C,3403
51,1992-06-27,C,3611
51,1992-06-27,C,4817
51,1992-06-27,C,5288
51,1992-06-27,C,6703
51,1992-06-27,C,7141
51,1992-06-27,S,1162
51,1992-06-27,S,1478
51,1992-06-27,S,2764
51,1992-06-27,S,3305
51,1992-06-27,S,4022
51,1992-06-27,S,7098
51,1992-06-27,S,8112
51,1992-06-27,S,8948
51,1992-06-27,S,9142
51,1992-06-27,S,9839
52,1992-06-28,1,8055
52,1992-06-28,2,7671
52,1992-06-28,3,8645
52,1992-06-28,C,0723
52,1992-06-28,C,1951
52,1992-06-28,C,2559
52,1992-06-28,C,2756
52,1992-06-28,C,3439
52,1992-06-28,C,4711
52,1992-06-28,C,6980
52,1992-06-28,C,7461
52,1992-06-28,C,8581
52,1992-06-28,C,9373
52,1992-06-28,S,0332
52,1992-06-28,S,1543
52,1992-06-28,S,3381
52,1992-06-28,S,3607
52,1992-06-28,S,4955
52,1992-06-28,S,8518
52,1992-06-28,S,8700
52,1992-06-28,S,8731
52,1992-06-28,S,8902
52,1992-06-28,S,8953
53,1992-07-04,1,9757
53,1992-07-04,2,0127
53,1992-07-04,3,9847
53,1992-07-04,C,0846
53,1992-07-04,C,1820
53,1992-07-04,C,3408
53,1992-07-04,C,4238
53,1992-07-04,C,4740
53,1992-07-04,C,5351
53,1992-07-04,C,5472
53,1992-07-04,C,7447
53,1992-07-04,C,7683
53,1992-07-04,C,8155
53,1992-07-04,S,0403
53,1992-07-04,S,3784
53,1992-07-04,S,3891
53,1992-07-04,S,4519
53,1992-07-04,S,5816
53,1992-07-04,S,6651
53,1992-07-04,S,8248
53,1992-07-04,S,8588
53,1992-07-04,S,9524
53,1992-07-04,S,9637
54,1992-07-05,1,0857
54,1992-07-05,2,0258
54,1992-07-05,3,6751
54,1992-07-05,C,0941
54,1992-07-05,C,0944
54,1992-07-05,C,1125
54,1992-07-05,C,1530
54,1992-07-05,C,2531
54,1992-07-05,C,3007
54,1992-07-05,C,3596
54,1992-07-05,C,5406
54,1992-07-05,C,7756
54,1992-07-05,C,9860
54,1992-07-05,S,0615
54,1992-07-05,S,2232
54,1992-07-05,S,3878
54,1992-07-05,S,4566
54,1992-07-05,S,4574
54,1992-07-05,S,4813
54,1992-07-05,S,6056
54,1992-07-05,S,7247
54,1992-07-05,S,7946
54,1992-07-05,S,9568
55,1992-07-11,1,4569
55,1992-07-11,2,2801
55,1992-07-11,3,7869
55,1992-07-11,C,1153
55,1992-07-11,C,2284
55,1992-07-11,C,2859
55,1992-07-11,C,4250
55,1992-07-11,C,6843
55,1992-07-11,C,7050
55,1992-07-11,C,8180
55,1992-07-11,C,9511
55,1992-07-11,C,9978
55,1992-07-11,C,9994
55,1992-07-11,S,0259
55,1992-07-11,S,1890
55,1992-07-11,S,3137
55,1992-07-11,S,4123
55,1992-07-11,S,4979
55,1992-07-11,S,5057
55,1992-07-11,S,5721
55,1992-07-11,S,6167
55,1992-07-11,S,6232
55,1992-07-11,S,7698
56,1992-07-12,1,7369
56,1992-07-12,2,4747
56,1992-07-12,3,4452
56,1992-07-12,C,0416
56,1992-07-12,C,0799
56,1992-07-12,C,1566
56,1992-07-12,C,5165
56,1992-07-12,C,5943
56,1992-07-12,C,6037
56,1992-07-12,C,6480
56,1992-07-12,C,6794
56,1992-07-12,C,8665
56,1992-07-12,C,9440
56,1992-07-12,S,0172
56,1992-07-12,S,2157
56,1992-07-12,S,2197
56,1992-07-12,S,3082
56,1992-07-12,S,3278
56,1992-07-12,S,3873
56,1992-07-12,S,4526
56,1992-07-12,S,6370
56,1992-07-12,S,8154
56,1992-07-12,S,8415
57,1992-07-18,1,6174
57,1992-07-18,2,7058
57,1992-07-18,3,7490
57,1992-07-18,C,0778
57,1992-07-18,C,1056
57,1992-07-18,C,2024
57,1992-07-18,C,2731
57,1992-07-18,C,2826
57,1992-07-18,C,4016
57,1992-07-18,C,4476
57,1992-07-18,C,4642
57,1992-07-18,C,5441
57,1992-07-18,C,8092
57,1992-07-18,S,1281
57,1992-07-18,S,4598
57,1992-07-18,S,5138
57,1992-07-18,S,5710
57,1992-07-18,S,5710
57,1992-07-18,S,5802
57,1992-07-18,S,6976
57,1992-07-18,S,7357
57,1992-07-18,S,9817
57,1992-07-18,S,9976
58,1992-07-19,1,5990
58,1992-07-19,2,4177
58,1992-07-19,3,4694
58,1992-07-19,C,0204
58,1992-07-19,C,1157
58,1992-07-19,C,1903
58,1992-07-19,C,3135
58,1992-07-19,C,6769
58,1992-07-19,C,7205
58,1992-07-19,C,8388
58,1992-07-19,C,9673
58,1992-07-19,C,9773
58,1992-07-19,C,9955
58,1992-07-19,S,1785
58,1992-07-19,S,1882
58,1992-07-19,S,2339
58,1992-07-19,S,3647
58,1992-07-19,S,4048
58,1992-07-19,S,5246
58,1992-07-19,S,6997
58,1992-07-19,S,7479
58,1992-07-19,S,8913
58,1992-07-19,S,9525
59,1992-07-25,1,1690
59,1992-07-25,2,7173
59,1992-07-25,3,4709
59,1992-07-25,C,0030
59,1992-07-25,C,1300
59,1992-07-25,C,1344
59,1992-07-25,C,1871
59,1992-07-25,C,2401
59,1992-07-25,C,3981
59,1992-07-25,C,4075
59,1992-07-25,C,4989
59,1992-07-25,C,7288
59,1992-07-25,C,9606
59,1992-07-25,S,1402
59,1992-07-25,S,1583
59,1992-07-25,S,1630
59,1992-07-25,S,2195
59,1992-07-25,S,2744
59,1992-07-25,S,4178
59,1992-07-25,S,4914
59,1992-07-25,S,5904
59,1992-07-25,S,7337
59,1992-07-25,S,7675
60,1992-07-26,1,5188
60,1992-07-26,2,0042
60,1992-07-26,3,5709
60,1992-07-26,C,0256
60,1992-07-26,C,1834
60,1992-07-26,C,2185
60,1992-07-26,C,4557
60,1992-07-26,C,7422
60,1992-07-26,C,7627
60,1992-07-26,C,7903
60,1992-07-26,C,9293
60,1992-07-26,C,9687
60,1992-07-26,C,9702
60,1992-07-26,S,0566
60,1992-07-26,S,1179
60,1992-07-26,S,1358
60,1992-07-26,S,3225
60,1992-07-26,S,4629
60,1992-07-26,S,5905
60,1992-07-26,S,7303
60,1992-07-26,S,8507
60,1992-07-26,S,9323
60,1992-07-26,S,9893
61,1992-08-01,1,4788
61,1992-08-01,2,0336
61,1992-08-01,3,3435
61,1992-08-01,C,0313
61,1992-08-01,C,0344
61,1992-08-01,C,1344
61,1992-08-01,C,1983
61,1992-08-01,C,2847
61,1992-08-01,C,2923
61,1992-08-01,C,2957
61,1992-08-01,C,6088
61,1992-08-01,C,8365
61,1992-08-01,C,8975
61,1992-08-01,S,0646
61,1992-08-01,S,1415
61,1992-08-01,S,1849
61,1992-08-01,S,3927
61,1992-08-01,S,4571
61,1992-08-01,S,4737
61,1992-08-01,S,5550
61,1992-08-01,S,6258
61,1992-08-01,S,7074
61,1992-08-01,S,8282
62,1992-08-02,1,0704
62,1992-08-02,2,5978
62,1992-08-02,3,5260
62,1992-08-02,C,0771
62,1992-08-02,C,1222
62,1992-08-02,C,2477
62,1992-08-02,C,2901
62,1992-08-02,C,3727
62,1992-08-02,C,3871
62,1992-08-02,C,4193
62,1992-08-02,C,5119
62,1992-08-02,C,5356
62,1992-08-02,C,9315
62,1992-08-02,S,4024
62,1992-08-02,S,5503
62,1992-08-02,S,5601
62,1992-08-02,S,6625
62,1992-08-02,S,6684
62,1992-08-02,S,7138
62,1992-08-02,S,7372
62,1992-08-02,S,8694
62,1992-08-02,S,8757
62,1992-08-02,S,9913
63,1992-08-08,1,3555
63,1992-08-08,2,9228
63,1992-08-08,3,2059
63,1992-08-08,C,1962
63,1992-08-08,C,2992
63,1992-08-08,C,3031
63,1992-08-08,C,3745
63,1992-08-08,C,4434
63,1992-08-08,C,5564
63,1992-08-08,C,7094
63,1992-08-08,C,7114
63,1992-08-08,C,8946
63,1992-08-08,C,9203
63,1992-08-08,S,1486
63,1992-08-08,S,3261
63,1992-08-08,S,4521
63,1992-08-08,S,4714
63,1992-08-08,S,4893
63,1992-08-08,S,6150
63,1992-08-08,S,6382
63,1992-08-08,S,6915
63,1992-08-08,S,8396
63,1992-08-08,S,8836
64,1992-08-09,1,8023
64,1992-08-09,2,8956
64,1992-08-09,3,5753
64,1992-08-09,C,0117
64,1992-08-09,C,5348
64,1992-08-09,C,5422
64,1992-08-09,C,5944
64,1992-08-09,C,6064
64,1992-08-09,C,6526
64,1992-08-09,C,7578
64,1992-08-09,C,7740
64,1992-08-09,C,8122
64,1992-08-09,C,9578
64,1992-08-09,S,1999
64,1992-08-09,S,3198
64,1992-08-09,S,4713
64,1992-08-09,S,7529
64,1992-08-09,S,7599
64,1992-08-09,S,7849
64,1992-08-09,S,8520
64,1992-08-09,S,8868
64,1992-08-09,S,9231
64,1992-08-09,S,9499
65,1992-08-15,1,4554
65,1992-08-15,2,1543
65,1992-08-15,3,8080
65,1992-08-15,C,0769
65,1992-08-15,C,1512
65,1992-08-15,C,1661
65,1992-08-15,C,3730
65,1992-08-15,C,6181
65,1992-08-15,C,6724
65,1992-08-15,C,8058
65,1992-08-15,C,8385
65,1992-08-15,C,8605
65,1992-08-15,C,9798
65,1992-08-15,S,0582
65,1992-08-15,S,1909
65,1992-08-15,S,2040
65,1992-08-15,S,3167
65,1992-08-15,S,4367
65,1992-08-15,S,4571
65,1992-08-15,S,5128
65,1992-08-15,S,5647
65,1992-08-15,S,5796
65,1992-08-15,S,5869
66,1992-08-16,1,8453
66,1992-08-16,2,6867
66,1992-08-16,3,3269
66,1992-08-16,C,0048
66,1992-08-16,C,0840
66,1992-08-16,C,1377
66,1992-08-16,C,2436
66,1992-08-16,C,5114
66,1992-08-16,C,5500
66,1992-08-16,C,5980
66,1992-08-16,C,6360
66,1992-08-16,C,6542
66,1992-08-16,C,7797
66,1992-08-16,S,1079
66,1992-08-16,S,1896
66,1992-08-16,S,2279
66,1992-08-16,S,3933
66,1992-08-16,S,5740
66,1992-08-16,S,5878
66,1992-08-16,S,6098
66,1992-08-16,S,7309
66,1992-08-16,S,8082
66,1992-08-16,S,9379
67,1992-08-22,1,7571
67,1992-08-22,2,5800
67,1992-08-22,3,0414
67,1992-08-22,C,0508
67,1992-08-22,C,0875
67,1992-08-22,C,1092
67,1992-08-22,C,2684
67,1992-08-22,C,2997
67,1992-08-22,C,3189
67,1992-08-22,C,3949
67,1992-08-22,C,5167
67,1992-08-22,C,5611
67,1992-08-22,C,9767
67,1992-08-22,S,0015
67,1992-08-22,S,0250
67,1992-08-22,S,2564
67,1992-08-22,S,2909
67,1992-08-22,S,4686
67,1992-08-22,S,5444
67,1992-08-22,S,6727
67,1992-08-22,S,7013
67,1992-08-22,S,9109
67,1992-08-22,S,9892
68,1992-08-23,1,7548
68,1992-08-23,2,3591
68,1992-08-23,3,2940
68,1992-08-23,C,2281
68,1992-08-23,C,2295
68,1992-08-23,C,2780
68,1992-08-23,C,2832
68,1992-08-23,C,3097
68,1992-08-23,C,3535
68,1992-08-23,C,3621
68,1992-08-23,C,4881
68,1992-08-23,C,6929
68,1992-08-23,C,8061
68,1992-08-23,S,0336
68,1992-08-23,S,1655
68,1992-08-23,S,1800
68,1992-08-23,S,2047
68,1992-08-23,S,3740
68,1992-08-23,S,5131
68,1992-08-23,S,5545
68,1992-08-23,S,7257
68,1992-08-23,S,7507
68,1992-08-23,S,9355
69,1992-08-29,1,2629
69,1992-08-29,2,0107
69,1992-08-29,3,1880
69,1992-08-29,C,2985
69,1992-08-29,C,4651
69,1992-08-29,C,5184
69,1992-08-29,C,5255
69,1992-08-29,C,6126
69,1992-08-29,C,7002
69,1992-08-29,C,7858
69,1992-08-29,C,9582
69,1992-08-29,C,9686
69,1992-08-29,C,9951
69,1992-08-29,S,1180
69,1992-08-29,S,2747
69,1992-08-29,S,3027
69,1992-08-29,S,3064
69,1992-08-29,S,4007
69,1992-08-29,S,4147
69,1992-08-29,S,6574
69,1992-08-29,S,7601
69,1992-08-29,S,9800
69,1992-08-29,S,9993
70,1992-08-30,1,9658
70,1992-08-30,2,1439
70,1992-08-30,3,7259
70,1992-08-30,C,0280
70,1992-08-30,C,0702
70,1992-08-30,C,3000
70,1992-08-30,C,3975
70,1992-08-30,C,5110
70,1992-08-30,C,5529
70,1992-08-30,C,6227
70,1992-08-30,C,6873
70,1992-08-30,C,6979
70,1992-08-30,C,9275
70,1992-08-30,S,0701
70,1992-08-30,S,1907
70,1992-08-30,S,2678
70,1992-08-30,S,2837
70,1992-08-30,S,3493
70,1992-08-30,S,4775
70,1992-08-30,S,6085
70,1992-08-30,S,7803
70,1992-08-30,S,7975
70,1992-08-30,S,9172
71,1992-09-05,1,6406
71,1992-09-05,2,7998
71,1992-09-05,3,8633
71,1992-09-05,C,0146
71,1992-09-05,C,1605
71,1992-09-05,C,2065
71,1992-09-05,C,4915
71,1992-09-05,C,5114
71,1992-09-05,C,5908
71,1992-09-05,C,9354
71,1992-09-05,C,9457
71,1992-09-05,C,9462
71,1992-09-05,C,9733
71,1992-09-05,S,0436
71,1992-09-05,S,1167
71,1992-09-05,S,2046
71,1992-09-05,S,3147
71,1992-09-05,S,3990
71,1992-09-05,S,5421
71,1992-09-05,S,6521
71,1992-09-05,S,7517
71,1992-09-05,S,8491
71,1992-09-05,S,9869
72,1992-09-06,1,5121
72,1992-09-06,2,5457
72,1992-09-06,3,7154
72,1992-09-06,C,1055
72,1992-09-06,C,3209
72,1992-09-06,C,3340
72,1992-09-06,C,5335
72,1992-09-06,C,6056
72,1992-09-06,C,6166
72,1992-09-06,C,8962
72,1992-09-06,C,9564
72,1992-09-06,C,9683
72,1992-09-06,C,9767
72,1992-09-06,S,0630
72,1992-09-06,S,1001
72,1992-09-06,S,1966
72,1992-09-06,S,4159
72,1992-09-06,S,6432
72,1992-09-06,S,6785
72,1992-09-06,S,7469
72,1992-09-06,S,7478
72,1992-09-06,S,9132
72,1992-09-06,S,9578
73,1992-09-12,1,1019
73,1992-09-12,2,7420
73,1992-09-12,3,9509
73,1992-09-12,C,2393
73,1992-09-12,C,2945
73,1992-09-12,C,3576
73,1992-09-12,C,4066
73,1992-09-12,C,5942
73,1992-09-12,C,6057
73,1992-09-12,C,6514
73,1992-09-12,C,7285
73,1992-09-12,C,7803
73,1992-09-12,C,9295
73,1992-09-12,S,0810
73,1992-09-12,S,2232
73,1992-09-12,S,3417
73,1992-09-12,S,3521
73,1992-09-12,S,3956
73,1992-09-12,S,4287
73,1992-09-12,S,4842
73,1992-09-12,S,5469
73,1992-09-12,S,7346
73,1992-09-12,S,9938
74,1992-09-13,1,1510
74,1992-09-13,2,4652
74,1992-09-13,3,1898
74,1992-09-13,C,0192
74,1992-09-13,C,0344
74,1992-09-13,C,2451
74,1992-09-13,C,3175
74,1992-09-13,C,3505
74,1992-09-13,C,3905
74,1992-09-13,C,3930
74,1992-09-13,C,4413
74,1992-09-13,C,8280
74,1992-09-13,C,8782
74,1992-09-13,S,1748
74,1992-09-13,S,4017
74,1992-09-13,S,5263
74,1992-09-13,S,5504
74,1992-09-13,S,5871
74,1992-09-13,S,5982
74,1992-09-13,S,6253
74,1992-09-13,S,7517
74,1992-09-13,S,9253
74,1992-09-13,S,9994
75,1992-09-19,1,7626
75,1992-09-19,2,1903
75,1992-09-19,3,9813
75,1992-09-19,C,0591
75,1992-09-19,C,1754
75,1992-09-19,C,2861
75,1992-09-19,C,5963
75,1992-09-19,C,7022
75,1992-09-19,C,7426
75,1992-09-19,C,7564
75,1992-09-19,C,8048
75,1992-09-19,C,8499
75,1992-09-19,C,9422
75,1992-09-19,S,2156
75,1992-09-19,S,2386
75,1992-09-19,S,5460
75,1992-09-19,S,5475
75,1992-09-19,S,6907
75,1992-09-19,S,7194
75,1992-09-19,S,8461
75,1992-09-19,S,8621
75,1992-09-19,S,9490
75,1992-09-19,S,9547
76,1992-09-20,1,7404
76,1992-09-20,2,2101
76,1992-09-20,3,1358
76,1992-09-20,C,0416
76,1992-09-20,C,1408
76,1992-09-20,C,2110
76,1992-09-20,C,2153
76,1992-09-20,C,3089
76,1992-09-20,C,4964
76,1992-09-20,C,6952
76,1992-09-20,C,7896
76,1992-09-20,C,8514
76,1992-09-20,C,9164
76,1992-09-20,S,0458
76,1992-09-20,S,0489
76,1992-09-20,S,1199
76,1992-09-20,S,1597
76,1992-09-20,S,2432
76,1992-09-20,S,3492
76,1992-09-20,S,4121
76,1992-09-20,S,4748
76,1992-09-20,S,6399
76,1992-09-20,S,6634
77,1992-09-26,1,4570
77,1992-09-26,2,5280
77,1992-09-26,3,2085
77,1992-09-26,C,0070
77,1992-09-26,C,0273
77,1992-09-26,C,1306
77,1992-09-26,C,3261
77,1992-09-26,C,3882
77,1992-09-26,C,4693
77,1992-09-26,C,5365
77,1992-09-26,C,6200
77,1992-09-26,C,8074
77,1992-09-26,C,9641
77,1992-09-26,S,0323
77,1992-09-26,S,0470
77,1992-09-26,S,0802
77,1992-09-26,S,3415
77,1992-09-26,S,4143
77,1992-09-26,S,6162
77,1992-09-26,S,7548
77,1992-09-26,S,8409
77,1992-09-26,S,9308
77,1992-09-26,S,9613
78,1992-09-27,1,2456
78,1992-09-27,2,9895
78,1992-09-27,3,7983
78,1992-09-27,C,0817
78,1992-09-27,C,1296
78,1992-09-27,C,1809
78,1992-09-27,C,2134
78,1992-09-27,C,2591
78,1992-09-27,C,2860
78,1992-09-27,C,2940
78,1992-09-27,C,5452
78,1992-09-27,C,5478
78,1992-09-27,C,6429
78,1992-09-27,S,0336
78,1992-09-27,S,2468
78,1992-09-27,S,4536
78,1992-09-27,S,5116
78,1992-09-27,S,5632
78,1992-09-27,S,7281
78,1992-09-27,S,7350
78,1992-09-27,S,8301
78,1992-09-27,S,9084
78,1992-09-27,S,9329
79,1992-10-03,1,8501
79,1992-10-03,2,6455
79,1992-10-03,3,7517
79,1992-10-03,C,0008
79,1992-10-03,C,0881
79,1992-10-03,C,1438
79,1992-10-03,C,3536
79,1992-10-03,C,4133
79,1992-10-03,C,4430
79,1992-10-03,C,5098
79,1992-10-03,C,5814
79,1992-10-03,C,6798
79,1992-10-03,C,8243
79,1992-10-03,S,0745
79,1992-10-03,S,0898
79,1992-10-03,S,1156
79,1992-10-03,S,3155
79,1992-10-03,S,4145
79,1992-10-03,S,5139
79,1992-10-03,S,7290
79,1992-10-03,S,7377
79,1992-10-03,S,8561
79,1992-10-03,S,8810
80,1992-10-04,1,5283
80,1992-10-04,2,8681
80,1992-10-04,3,5307
80,1992-10-04,C,1594
80,1992-10-04,C,3725
80,1992-10-04,C,4009
80,1992-10-04,C,5495
80,1992-10-04,C,6706
80,1992-10-04,C,7093
80,1992-10-04,C,7098
80,1992-10-04,C,7307
80,1992-10-04,C,8179
80,1992-10-04,C,9807
80,1992-10-04,S,0961
80,1992-10-04,S,1617
80,1992-10-04,S,2263
80,1992-10-04,S,2881
80,1992-10-04,S,2934
80,1992-10-04,S,3865
80,1992-10-04,S,5081
80,1992-10-04,S,5913
80,1992-10-04,S,6298
80,1992-10-04,S,8757
81,1992-10-10,1,5971
81,1992-10-10,2,0224
81,1992-10-10,3,4759
81,1992-10-10,C,0862
81,1992-10-10,C,2812
81,1992-10-10,C,3164
81,1992-10-10,C,4466
81,1992-10-10,C,4858
81,1992-10-10,C,5439
81,1992-10-10,C,7048
81,1992-10-10,C,7382
81,1992-10-10,C,8955
81,1992-10-10,C,9795
81,1992-10-10,S,0458
81,1992-10-10,S,2525
81,1992-10-10,S,3201
81,1992-10-10,S,3664
81,1992-10-10,S,3932
81,1992-10-10,S,4239
81,1992-10-10,S,5578
81,1992-10-10,S,7575
81,1992-10-10,S,7674
81,1992-10-10,S,9667
82,1992-10-11,1,9270
82,1992-10-11,2,2597
82,1992-10-11,3,3510
82,1992-10-11,C,0317
82,1992-10-11,C,2523
82,1992-10-11,C,2775
82,1992-10-11,C,4938
82,1992-10-11,C,5693
82,1992-10-11,C,6617
82,1992-10-11,C,8002
82,1992-10-11,C,8092
82,1992-10-11,C,8608
82,1992-10-11,C,9540
82,1992-10-11,S,1226
82,1992-10-11,S,3316
82,1992-10-11,S,3813
82,1992-10-11,S,3923
82,1992-10-11,S,6334
82,1992-10-11,S,6768
82,1992-10-11,S,7230
82,1992-10-11,S,7266
82,1992-10-11,S,7434
82,1992-10-11,S,7885
83,1992-10-17,1,6199
83,1992-10-17,2,9928
83,1992-10-17,3,1787
83,1992-10-17,C,0244
83,1992-10-17,C,2222
83,1992-10-17,C,2784
83,1992-10-17,C,3056
83,1992-10-17,C,3466
83,1992-10-17,C,3740
83,1992-10-17,C,4515
83,1992-10-17,C,5932
83,1992-10-17,C,6803
83,1992-10-17,C,9508
83,1992-10-17,S,0020
83,1992-10-17,S,0189
83,1992-10-17,S,0946
83,1992-10-17,S,1776
83,1992-10-17,S,4584
83,1992-10-17,S,5711
83,1992-10-17,S,5957
83,1992-10-17,S,6205
83,1992-10-17,S,7095
83,1992-10-17,S,8582
84,1992-10-18,1,0212
84,1992-10-18,2,3183
84,1992-10-18,3,5773
84,1992-10-18,C,0303
84,1992-10-18,C,2777
84,1992-10-18,C,3301
84,1992-10-18,C,3622
84,1992-10-18,C,7305
84,1992-10-18,C,8362
84,1992-10-18,C,8553
84,1992-10-18,C,8616
84,1992-10-18,C,9511
84,1992-10-18,C,9810
84,1992-10-18,S,2288
84,1992-10-18,S,2467
84,1992-10-18,S,5099
84,1992-10-18,S,6119
84,1992-10-18,S,6432
84,1992-10-18,S,6447
84,1992-10-18,S,7606
84,1992-10-18,S,7939
84,1992-10-18,S,8048
84,1992-10-18,S,8084
85,1992-10-24,1,3209
85,1992-10-24,2,5569
85,1992-10-24,3,1498
85,1992-10-24,C,0666
85,1992-10-24,C,1053
85,1992-10-24,C,3078
85,1992-10-24,C,3886
85,1992-10-24,C,5717
85,1992-10-24,C,6104
85,1992-10-24,C,6427
85,1992-10-24,C,7071
85,1992-10-24,C,7434
85,1992-10-24,C,8069
85,1992-10-24,S,0431
85,1992-10-24,S,2040
85,1992-10-24,S,3035
85,1992-10-24,S,3307
85,1992-10-24,S,3649
85,1992-10-24,S,3823
85,1992-10-24,S,5223
85,1992-10-24,S,5376
85,1992-10-24,S,5909
85,1992-10-24,S,7059
86,1992-10-25,1,1126
86,1992-10-25,2,2260
86,1992-10-25,3,3858
86,1992-10-25,C,0750
86,1992-10-25,C,3372
86,1992-10-25,C,3938
86,1992-10-25,C,4806
86,1992-10-25,C,5248
86,1992-10-25,C,7936
86,1992-10-25,C,8110
86,1992-10-25,C,8214
86,1992-10-25,C,8979
86,1992-10-25,C,9514
86,1992-10-25,S,0053
86,1992-10-25,S,1083
86,1992-10-25,S,1512
86,1992-10-25,S,2887
86,1992-10-25,S,3322
86,1992-10-25,S,3572
86,1992-10-25,S,4358
86,1992-10-25,S,5885
86,1992-10-25,S,7387
86,1992-10-25,S,8662
87,1992-10-31,1,5132
87,1992-10-31,2,7185
87,1992-10-31,3,3765
87,1992-10-31,C,0263
87,1992-10-31,C,1722
87,1992-10-31,C,1758
87,1992-10-31,C,3316
87,1992-10-31,C,4056
87,1992-10-31,C,5138
87,1992-10-31,C,5827
87,1992-10-31,C,6276
87,1992-10-31,C,6771
87,1992-10-31,C,9324
87,1992-10-31,S,0341
87,1992-10-31,S,1269
87,1992-10-31,S,1896
87,1992-10-31,S,2077
87,1992-10-31,S,2662
